"","question.1","question.4","question.0","question.8","question.5","question.9","question.6","question.3","question.7","question.2","comprehensionquestion.1.correct","comprehensionquestion.4.correct","comprehensionquestion.0.correct","comprehensionquestion.8.correct","comprehensionquestion.5.correct","comprehensionquestion.9.correct","comprehensionquestion.6.correct","comprehensionquestion.3.correct","comprehensionquestion.7.correct","comprehensionquestion.2.correct","temperature_scale"
"129","Atmospheric pressure","Lower","100°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","False","True","False","False","True","False","True","False","Celsius"
"130","Temperature","Higher","32°","Cumulus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Condensation","Land heats up and cools down quicker than oceans","Stormy weather","The temperature of the air","False","False","True","False","True","False","False","True","False","False","Fahrenheit"
"131","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","False","True","False","False","False","Fahrenheit"
"133","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit"
"134","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","True","False","True","Fahrenheit"
"135","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","False","False","Fahrenheit"
"137","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Oceans and land heat up and cool down at the same speed","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","False","False","True","False","False","False","Celsius"
"141","Atmospheric pressure","Higher","32°","Cumulus","Fall in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","False","True","True","True","False","False","Fahrenheit"
"142","Atmospheric pressure","Lower","32°","Cirrus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","True","True","False","Fahrenheit"
"143","Atmospheric pressure","Higher","32°","Cumulonimbus","Fall in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","False","False","True","False","False","True","Fahrenheit"
"144","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","False","True","False","False","True","Fahrenheit"
"145","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","False","True","True","False","False","True","True","True","True","Fahrenheit"
"146","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","True","False","False","Fahrenheit"
