"","question.1","question.4","question.0","question.8","question.5","question.9","question.6","question.3","question.7","question.2","comprehensionquestion.1.correct","comprehensionquestion.4.correct","comprehensionquestion.0.correct","comprehensionquestion.8.correct","comprehensionquestion.5.correct","comprehensionquestion.9.correct","comprehensionquestion.6.correct","comprehensionquestion.3.correct","comprehensionquestion.7.correct","comprehensionquestion.2.correct","temperature_scale","workerId_hash"
"96","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","790c3bc06f5ae35502e1e7bf312f25603e9879f14aec09e55ddf5740615b925a"
"97","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Snowy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","False","True","True","False","False","Celsius","670308532a85e87f65056cb87e005485005130bb90e30b29eb14a58c97743c1c"
"98","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","False","True","Fahrenheit","a31f5d83333d0bb7bbf357e1372d884901f88c486f7648e8d5e1f413242f3efe"
"99","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","False","True","False","True","True","False","False","Fahrenheit","24530645d1989f54095547333822682426b562ca337d3e7f919e7a225542d6ee"
"100","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","False","True","Fahrenheit","c9071280cd0f5bbd7d4a159f1021f72d89c3a70f566ed07d8eb7a0e773157d9f"
"101","Atmospheric pressure","Higher","0°","Stratus","Spring in the northern hemisphere","It decreases heat transfer from the body to the environment","Heat density","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","False","False","False","False","False","True","False","False","Fahrenheit","14a67135e5f66da837c1b1b1ec3318fa5bcc6ea37488d3a7128966e6101b3d1e"
"102","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","False","True","Fahrenheit","b0333fac53a1f7f79211128dc5f150161dec21278585eeb0e59aeee7c90cd19b"
"103","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Condensation","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","False","False","False","False","False","Fahrenheit","e538b2041a65f1e0e1b68e79f9486f7578101720527e6f565a9286aa9deba5f3"
"104","Temperature","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","False","True","True","True","True","True","True","True","False","False","Fahrenheit","a2301f8385cbf3daf2acd18331bbde74a8d6637ff3c0f79ae18390e18da61e45"
"105","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","False","True","Fahrenheit","113fbfa8788c9933d719afd8929de30c62a8399ee7b1f74fe35457a2006b55f0"
"107","Atmospheric pressure","Lower","0°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","False","True","True","True","True","True","False","True","Fahrenheit","f4befc052c98f8d34645d3c04a3a43accb818b29293223ca80c61ec38918fe90"
"108","Rainfall","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Evaporation","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","False","False","True","True","True","False","False","False","False","False","Fahrenheit","8b3fd3f332bf55b8914388720f6cab5e7b81ada5b6a643994d1ac1862695838e"
"109","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","False","True","True","Fahrenheit","cc44a77505a544fe5906c724ed3ee823c2e107f9f5db439da56fbca8259a91d9"
"110","Atmospheric pressure","Lower","34°","Stratus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","False","False","False","True","True","False","False","False","Fahrenheit","ae436d2fbb441d41057d59bc15f0f61dd29615825f26320c506943809f8d8aa4"
"111","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","efc8537c9c9ed5356b66505aef23d6eb1bca72bf70250fdd2a110bdeca64eeb7"
"113","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","False","True","True","False","True","Fahrenheit","42e40a7c0efc58178f3d76baff1ceeb49a2dfaf45793bf997c8f008fd6d56357"
"115","Atmospheric pressure","Lower","32°","Cumulus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","False","True","True","True","False","True","Fahrenheit","d57f80ee7eda9d2b256db3a8adabfe43cedd8867f7f27b14cb8ea95d85685a4d"
"117","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","True","True","True","False","True","Fahrenheit","88f8dfe88ebcbd19eb78c5ce5fd76e475cb2d672ab7b0f21fc004f46629d4a43"
"118","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit","b9459c92df054a2fd37af76d97e5a1ef556e05bba6ac1b1fe8c6d5e35d86fc4c"
"119","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Celsius","e128a6b7657cc82aae4078a988df43ca6cba2a18d0059a72b6c2808c59be9c7c"
"120","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit","b7df120f944bcf6bd3a3e70a62c7dfaee5731e3cac2eb51be7d411922a514dcc"
"123","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit","f3d46dda7d2c2ccfebc7edf4b1e0858408ff12bfe9df2c99a23bb95332019124"
